order,aggression,stress,tension,suspicious,balance,confidence,vitality,self_regulation,depression,neuroticism
2645,40.23271122,30.17102919,63.91215054,32.65327189,64.54953148,75.22897081,23.27009216,69.60841013,16.25046852,31.69158987
2646,40.5673039,30.81408485,64.55895412,33.03460779,64.08782684,74.76539221,23.12434632,69.34486926,16.64486926,32.26921559
2647,39.99752281,29.88156654,63.65887072,32.43617491,64.85708555,75.51843346,23.59573764,69.87978137,15.94291445,31.42021863
2648,40.65578603,30.73905098,64.44173695,33.05310007,64.0657017,74.7495859,22.89731403,69.22210698,16.69938075,32.21756325
2649,40.54271116,30.55047683,64.24659399,32.96600816,64.14952317,74.84564034,22.84175751,69.25728884,16.65047683,32.06600816
2650,41.35960298,31.26911846,64.87863394,33.39766489,63.70233511,74.35709285,22.5380619,68.75709285,17.00718036,32.63339167
2651,40.90646253,31.10585924,64.68315357,33.22977149,63.70917732,74.3708318,22.38617001,68.81684643,17.15217551,32.58285193
2652,40.72560792,30.89813162,64.56716583,33.21408162,63.88591838,74.55937628,22.63015523,69.0390026,16.90965793,32.41582636
2653,40.59509386,30.83715095,64.46366933,33.07722037,63.89310619,74.57149395,22.53691436,69.01471843,16.97605298,32.35444074
2654,40.71935844,31.15807532,64.68258857,33.20710182,63.58579637,74.24192468,22.15418131,68.72966806,17.38969038,32.70194701
2655,40.5143897,30.54316911,64.23165735,32.92014559,64.15970883,74.85683089,22.85107501,69.26258677,16.65180293,32.04604705
2656,41.1455226,31.13805991,64.76716437,33.31791059,63.77462673,74.43731328,22.57164168,68.84477597,16.95820907,32.53731361
2657,39.85334499,29.70411691,63.5036023,32.30308769,65.04562578,75.69588309,23.79536847,70.04614039,15.75437422,31.25385961
2658,40.51361066,30.56351641,64.27259018,32.92722132,64.17731557,74.87277868,22.94536887,69.30907377,16.60907377,32.05444264
2659,40.6025112,30.85558571,64.59723088,33.08900502,64.04623321,74.72060541,23.07619112,69.30961042,16.68649382,32.32355096
2660,40.65972334,31.0870912,64.74823957,33.28419939,63.74673106,74.41219628,22.48989953,68.89853323,17.04895209,32.56982381
2661,40.55096801,30.95871213,64.63322812,33.23129209,63.8177399,74.49225589,22.49225589,68.9432239,16.9822601,32.45871213
2662,40.58937891,30.94689455,64.69845931,33.10969667,64.01092923,74.67999037,23.12000963,69.3068753,16.70656716,32.39189215
2663,40.59105611,30.70128193,64.38690465,33.04377281,64.04664234,74.73226506,22.79456661,69.19456661,16.75815009,32.21565921
2664,40.72905435,31.18716306,64.70391958,33.2206761,63.55864781,74.21283694,22.1212152,68.70445868,17.42459567,32.73297393
2665,40.58206082,30.95543758,64.65133454,33.16259464,63.89637495,74.56765366,22.75639356,69.09895098,16.88310985,32.43492237
2666,40.62520374,30.62520374,64.31268337,33.01685683,64.099837,74.79149009,22.80401046,69.20401046,16.69181608,32.1293772
2667,40.55635764,30.60868974,64.31271528,32.99258755,64.12754018,74.81948908,22.87987227,69.26377009,16.66038319,32.11674083
2668,40.94712022,31.22129771,64.87068033,33.37664703,63.69382617,74.35164501,22.50349716,68.81913486,17.05133833,32.64958975
2669,40.67315278,30.65492617,64.33669956,33.00024635,64.09975365,74.79064035,22.82709357,69.19064035,16.68201974,32.12758626
2670,39.93792481,29.80821516,63.59468826,32.38116137,64.9350214,75.59178484,23.67825795,69.94854829,15.8649786,31.35145171
2671,40.64131827,30.7008207,64.37478839,33.11569631,64.0028982,74.6880226,22.66942809,69.12893052,16.8119774,32.24916642
2672,40.66447451,30.85915862,64.47188643,33.077901,63.88112085,74.55762449,22.53077151,68.99790397,16.99272484,32.36922849
2673,40.61875299,30.85625897,64.46125658,33.06625419,63.86749163,74.54374103,22.49623983,68.99124222,17.02751077,32.38000957
2674,40.83538851,31.15699393,64.85699393,33.28133214,63.81866786,74.47731859,22.82649019,69.04271566,16.8986336,32.57888976
2675,40.56171538,31.01723368,64.69666189,33.26147581,63.78856412,74.45917584,22.50619708,68.93558536,17.0026194,32.51135603
2676,41.39450973,31.30035081,64.90619189,33.41787406,63.68212594,74.33504648,22.52336432,68.73504648,17.02371514,32.65911243
2677,40.56671783,31.10046047,64.76710156,33.3336659,63.69961627,74.36625736,22.36625736,68.83297519,17.10038373,32.60046047
2678,41.13416788,31.06741337,64.70065886,33.26714983,63.83285017,74.49947292,22.63298194,68.89947292,16.90039531,32.4672816
2679,41.18910742,31.12992028,64.75805018,33.34390355,63.77300706,74.43495818,22.56601542,68.84764114,16.95935049,32.54536722
2680,40.61507533,31.07537667,64.84176628,33.16998444,63.95657141,74.61673764,23.18326236,69.30885195,16.73720521,32.50456108
2681,40.92713326,30.99832214,64.64493048,33.42679769,63.74795063,74.41235619,22.40879675,68.8942234,17.05204937,32.58018935
2682,40.57302259,30.90738918,64.63813553,33.11522447,63.98861882,74.66171576,22.96917929,69.23082071,16.75373177,32.36895624
2683,40.59573394,30.92455921,64.54963699,33.0748185,63.87949942,74.54203832,22.63360991,69.05442164,16.99542279,32.43704624
2684,40.58146547,30.7670257,64.4217671,33.0221982,63.98728461,74.66918118,22.71443977,69.13254321,16.85344812,32.27155156
2685,40.9061006,31.28482364,64.93463143,33.42473674,63.63419691,74.28856763,22.43458133,68.77070034,17.11561088,32.72094265
2686,40.62996111,30.88988333,64.48591444,33.08194555,63.83610889,74.51011667,22.45813223,68.96210111,17.06786,32.41587555
2687,40.62781704,31.13467771,64.90960494,33.19530144,63.93555095,74.59147611,23.22615382,69.31762994,16.74544698,32.555343
2688,40.03810757,29.93151701,63.70257738,32.47363776,64.80401318,75.46848299,23.53954337,69.83295281,15.99598682,31.46704719
2689,40.83638963,30.87879169,64.54769685,33.14027831,63.95689489,74.63428046,22.7473526,69.0625485,16.80070306,32.32225561
2690,39.9134747,29.77812271,63.56835737,32.35859203,64.96699462,75.62187729,23.71211195,69.97675996,15.83300538,31.32324004
2691,40.62888539,30.6523191,64.34060224,33.09918651,64.0476809,74.73596405,22.7242472,69.17111461,16.7523191,32.19918651
2692,40.92971541,30.88448221,64.53924901,33.14878261,63.95121739,74.62860079,22.7190672,69.02860079,16.8035494,32.31663241
2693,39.90274604,29.76491821,63.55680343,32.34868865,64.98102441,75.63508179,23.72696702,69.98913918,15.81897559,31.31086082
2694,40.93849073,31.01438336,64.68908582,33.27946313,63.86269944,74.52896938,22.7229172,69.02172703,16.87827297,32.4806533
2695,40.51397979,30.56523902,64.27455888,32.92795958,64.17670035,74.87204042,22.9465993,69.30931986,16.60931986,32.05591916
2696,40.54273438,30.53823602,64.23373767,32.92474096,64.17525904,74.87300986,22.88200658,69.27300986,16.6202426,32.03148849
2697,40.16415795,30.08665594,63.83832395,32.58999196,64.63917806,75.31334406,23.36501206,69.68751005,16.16082194,31.61248995
2698,40.6981639,30.84678682,64.53916513,33.07910968,64.00564695,74.68278188,22.88856747,69.18186383,16.76005545,32.30486753
2699,40.72778067,31.06945168,64.64335881,33.19692837,63.69562851,74.35902091,22.31834579,68.8241011,17.2101268,32.58572172
2700,40.64563942,30.65274378,64.33853506,33.05984815,64.0685693,74.75791276,22.76501712,69.17922585,16.72432634,32.17050469
2701,40.64342551,30.93027652,64.51553612,33.10079571,63.79840858,74.46972348,22.41235327,68.92709368,17.11633183,32.45896162
2702,40.59400586,31.23495492,64.91786295,33.39566727,63.64451082,74.30178088,22.43851668,68.83851668,17.12985122,32.71786295
2703,40.79629296,30.84857995,64.52766515,33.23463675,63.92462184,74.60022124,22.66993723,69.06993723,16.85097756,32.37646635
2704,40.58338181,30.67554065,64.34043252,33.05798659,64.03762489,74.71568231,22.69812825,69.15517896,16.79748324,32.22381433
2705,40.66279476,31.13132604,64.70823731,33.24941315,63.63220363,74.29249759,22.23690913,68.77190967,17.27897328,32.65912026
2706,40.62998157,30.6162993,64.30261703,32.97525249,64.12474751,74.81790637,22.84527092,69.21790637,16.66157022,32.0957759
2707,40.52557456,30.64705375,64.35664421,32.97992051,64.12007949,74.81048902,22.91278728,69.26803179,16.66073959,32.13426646
2708,40.5,30.5,64.2,32.9,64.2,74.9,22.9,69.3,16.6,32
2709,40.30121573,30.20744956,63.94495603,32.66745991,64.56381272,75.2300569,23.31257113,69.60380238,16.22118469,31.71120021
2710,40.27125807,30.20356913,63.94091475,32.67359217,64.53144239,75.20810137,23.2594516,69.58709446,16.26388941,31.71757374
2711,40.60079597,30.63439463,64.30919563,32.97559698,64.0950042,74.78660453,22.7950042,69.1950042,16.71339547,32.12599496
2712,40.59421766,30.69292187,64.35254287,33.03908321,64.01605124,74.70259158,22.6801588,69.13399746,16.8198412,32.2198412
2713,40.57770404,30.7415582,64.46858569,33.00979918,64.10540378,74.7885116,23.03851589,69.31013531,16.64560889,32.20608462
2714,40.52629438,30.62270711,64.3402367,32.95258876,64.15617603,74.84741124,22.98764794,69.31752959,16.61752959,32.10517752
2715,40.53455178,30.62463321,64.33450515,32.97403953,64.13459841,74.82596047,22.92344585,69.28149012,16.6468917,32.11722926
2716,40.64094499,30.7735991,64.45287189,33.12385381,63.97614619,74.65956443,22.67200075,69.08858252,16.81556292,32.27774454
2717,39.93057631,29.79917084,63.58677449,32.37437813,64.94463098,75.60082916,23.6884328,69.95702734,15.85536902,31.34297266
2718,40.6087561,30.97530444,64.67933245,33.12959621,63.92609575,74.59387172,22.9,69.17915989,16.84570823,32.44308041
2719,41.30449706,31.21981316,64.83512926,33.36576145,63.73423855,74.3918966,22.5612644,68.7918966,16.98107755,32.59278731
2720,40.79550608,31.13012326,64.76928377,33.32587641,63.70893843,74.36982733,22.4523952,68.86108656,17.09540725,32.6214319
2721,40.71726643,30.76152441,64.41324298,33.04082083,64.02296809,74.69882738,22.7390619,69.11089774,16.78507881,32.23738369
2722,40.04514612,29.94017984,63.71015736,32.48013488,64.79480893,75.45982016,23.52979769,69.8248314,16.00519107,31.4751686
2723,39.9496671,29.8226672,63.6073338,32.3920004,64.9196661,75.5773328,23.6619994,69.9349995,15.8803339,31.3650005
2724,40.59005417,31.07149763,64.75764315,33.25675307,63.78782898,74.45319276,22.61251937,68.9848104,16.99485291,32.55417952
2725,40.73784433,30.72144128,64.39683669,33.06676442,64.04417095,74.73050174,22.77150938,69.13870327,16.7339583,32.19957053
2726,40.76415051,31.1088893,64.79098079,33.32980421,63.77019579,74.42990164,22.64480375,68.99107822,16.99846432,32.6088893
2727,41.16836924,31.09801458,64.72765993,33.28695061,63.81304939,74.47787206,22.61858137,68.87787206,16.91659596,32.4924826
2728,40.10555226,30.01452586,63.77521013,32.5358944,64.71581627,75.38547414,23.44615841,69.75513201,16.08418373,31.54486799
2729,40.55645883,30.66937649,64.32420943,32.97904236,64.04191527,74.73062351,22.70803998,69.15320704,16.80325179,32.18066826
2730,40.5795173,30.69177701,64.40580948,33.03564716,64.09241777,74.77838531,22.92338744,69.26725758,16.6795173,32.19177701
2731,40.69916345,31.09749035,64.63815959,33.17882883,63.64234234,74.30250965,22.22284427,68.78217503,17.31698842,32.63732304
2732,40.48490689,30.71507687,64.33206474,32.94905262,64.02265592,74.68492313,22.65473691,69.12642919,16.88299588,32.25280965
2733,40.95498399,31.06968584,64.70851152,33.4276285,63.71442885,74.3761949,22.39531187,68.8488394,17.07792436,32.61556658
2734,40.84121553,30.89509166,64.54570521,33.25917424,63.86327415,74.53633608,22.54980512,68.98572254,16.93672585,32.42651941
2735,40.23999404,30.17999266,63.91999358,32.6599945,64.5400078,75.22000734,23.26000825,69.60000688,16.2599922,31.69999312
2736,39.96683156,29.8437927,63.62581861,32.40784452,64.89722026,75.5562073,23.63823322,69.91519435,15.90277974,31.38480565
2737,40.63087456,30.89262367,64.48792403,33.08322438,63.83355124,74.50737633,22.45502651,68.95972615,17.07114841,32.41879858
2738,41.31334048,31.24183802,64.85692885,33.41839284,63.69948278,74.35479374,22.51120537,68.76820045,17.02007695,32.63905324
2739,40.60524906,30.62438526,64.31481716,33.06265764,64.07561474,74.76604665,22.75647855,69.19475094,16.72438526,32.16265764
2740,40.62529267,30.84550402,64.56448776,33.08224388,64.02534962,74.70256913,22.96074796,69.23165855,16.72149592,32.3037398
2741,40.56447904,30.91266584,64.62556165,33.14502035,63.94208385,74.61629223,22.82262515,69.14525031,16.81922873,32.38687423
2742,40.8100987,30.98673719,64.67888659,33.21794929,63.9016772,74.57027481,22.8018675,69.0841085,16.8394433,32.44355889
2743,40.57486721,30.88114217,64.55732078,33.12119858,63.91754643,74.59372504,22.68901058,69.08220447,16.88925968,32.37433606
2744,40.53010173,30.6558207,64.37175691,32.97613966,64.12917241,74.81854827,22.96020345,69.29291724,16.64426725,32.13811381
2745,41.15018102,31.09599927,64.72827208,33.32442372,63.79363686,74.4575157,22.57942464,68.87106113,16.94315109,32.51924179
2746,41.17242387,31.11330969,64.74311159,33.32857785,63.78620069,74.44925433,22.57856661,68.86033824,16.94729585,32.52833304
2747,40.86122352,30.96746573,64.65896635,33.16348068,63.94926838,74.61952056,22.89150062,69.12151309,16.77848691,32.39097134
2748,40.64025362,30.76180676,64.44933977,33.06830434,64.02234542,74.70676168,22.78156361,69.14416265,16.75583735,32.23687278
2749,40.5,30.5,64.2,32.9,64.2,74.9,22.9,69.3,16.6,32
2750,40.58635703,31.07309666,64.78487262,33.24935344,63.82709464,74.49176676,22.74298722,69.05663019,16.92580153,32.5416941
2751,40.33375166,30.36541801,64.06541801,32.76541801,64.35833175,75.03458199,23.05041517,69.43458199,16.4733346,31.88916777
2752,40.60397674,30.63863565,64.31264147,32.97798255,64.0916909,74.78302617,22.7916909,69.1916909,16.71697383,32.12997092
2753,40.83843508,30.85494411,64.52192605,33.27145314,63.89458298,74.56981943,22.58632846,69.01934652,16.888908,32.39621668
2754,40.05985459,30.041125,63.77858418,32.51604337,64.70569898,75.358875,23.41506378,69.74014541,16.1317602,31.58794898
2755,41.23014245,31.20076891,64.83362937,33.3406032,63.76359302,74.42163081,22.6398343,68.85520058,16.94828634,32.5790785
2756,40.07241659,29.97374349,63.73952555,32.50530762,64.75914754,75.42625651,23.49203857,69.79336548,16.04085246,31.50663452
2757,40.91312505,30.89979843,64.56248391,33.15054035,63.95212497,74.62813707,22.75607256,69.04945965,16.79723389,32.33050004
2758,41.38907627,31.2954893,64.90190232,33.41472837,63.68527163,74.33847814,22.5256521,68.73847814,17.02114139,32.65510883
2759,40.67946808,30.66057671,64.34168533,33.00390257,64.09609743,74.78665174,22.82443449,69.18665174,16.6850112,32.13223964
2760,40.80611215,30.93562113,64.59637598,33.19826312,63.88603883,74.55856722,22.65668009,69.01743494,16.8943386,32.41207404
2761,39.92665163,29.79434046,63.58254791,32.37075535,64.94976326,75.60565954,23.69386698,69.96155582,15.85023674,31.33844418
2762,41.17342603,31.12997919,64.76046425,33.38225993,63.75249754,74.41339538,22.52635717,68.83946349,16.98667688,32.5734983
2763,40.28018989,30.19895572,63.93718357,32.66585445,64.55360756,75.22493668,23.29183541,69.60104428,16.23683547,31.70851268
2764,40.72679135,30.79598192,64.44601095,33.10372782,63.95783297,74.63861336,22.65014513,69.06552081,16.85754271,32.29598192
2765,41.12467814,31.05892254,64.69316695,33.26165576,63.83834424,74.50546644,22.63697763,68.90546644,16.89590017,32.46028915
2766,40.55845335,30.87410146,64.58579213,33.12212274,63.96618659,74.64280524,22.82985598,69.15971195,16.7987414,32.35072012
2767,40.5,30.5,64.2,32.9,64.2,74.9,22.9,69.3,16.6,32
2768,40.57151091,30.71453274,64.35732401,33.00011528,63.99976944,74.68546726,22.6568629,69.11407163,16.85743929,32.22883492
2769,40.0310419,29.9228208,63.6949682,32.4671156,64.81325289,75.4771792,23.54932659,69.8411055,15.98674711,31.4588945
2770,40.90089121,31.13951693,64.80133682,33.40111402,63.72274856,74.37979593,22.54683393,68.91819885,17.04861636,32.65383448
2771,40.5586327,30.95147177,64.64267686,33.20195839,63.86286199,74.53647728,22.63028959,69.02442632,16.9195482,32.43974523
2772,40.56901071,31.12109635,64.78659099,33.34856958,63.68241971,74.34791436,22.34791436,68.81692506,17.11758029,32.62109635
2773,40.88434438,31.08584531,64.73360433,33.29927037,63.77087764,74.43729415,22.51192413,68.86714614,16.99180737,32.52987283
2774,40.57626092,30.74996635,64.40759917,33.01439138,64.00087426,74.68392739,22.72629457,69.14324144,16.8372562,32.25420307
2775,41.07604339,31.06232807,64.69032265,33.28402893,63.80568458,74.47139629,22.57083235,68.88854043,16.95316946,32.49718031
2776,40.64484996,30.93454989,64.51866992,33.10278995,63.7944201,74.46545011,22.40751012,68.92339009,17.12145987,32.46351988
2777,40.22110624,30.25636867,63.99483678,32.71407083,64.48530511,75.15645403,23.20133349,69.546837,16.31469489,31.7788084
2778,40.71033092,30.69795851,64.3763068,33.05465509,64.05771732,74.74534491,22.77936903,69.15462422,16.72372407,32.18249301
2779,40.59540413,31.19686497,64.89271697,33.35213263,63.7022393,74.36075925,22.55986352,68.91838347,17.06042864,32.67197694
2780,40.54233833,30.64329898,64.32375821,32.9651359,64.09252577,74.78275538,22.82183692,69.22183692,16.72375821,32.14329898
2781,40.77187486,30.81963666,64.50126674,33.19024478,63.95751702,74.63547311,22.71262678,69.09793085,16.81676509,32.3343326
2782,40.71986477,30.72210829,64.40416014,33.0368546,64.06538892,74.75192781,22.83269446,69.16987595,16.70544535,32.18396848
2783,40.6345262,30.78207107,64.43433596,33.06490309,63.96566404,74.64830582,22.64830582,69.07434315,16.86037329,32.27773151
2784,40.67514569,31.05462802,64.80049951,33.17522894,63.94562174,74.60809052,23.09182623,69.24995837,16.75846515,32.48373572
2785,40.67496672,30.70483908,64.39630412,33.01948946,64.08477802,74.77197557,22.87439511,69.20611542,16.68534962,32.17069924
2786,40.15774558,30.07876379,63.83141832,32.58407284,64.64756347,75.32123621,23.37389073,69.69490895,16.15243653,31.60509105
2787,40.08035674,29.98351599,63.74807649,32.51263699,64.74876426,75.41648401,23.48104452,69.78420376,16.05123574,31.51579624
2788,40.67781137,30.89513637,64.62279592,33.1291791,64.00638318,74.67872363,23.00668682,69.24863227,16.72644364,32.3595741
2789,40.60230499,31.1547519,64.8752129,33.28875894,63.79078006,74.44985807,22.77723402,69.05446804,16.94783695,32.61382991
2790,39.8896193,29.74876221,63.54266694,32.33657166,64.99819015,75.65123779,23.74514251,70.00428542,15.80180985,31.29571458
2791,41.12816718,31.06204432,64.69592146,33.26367573,63.83632427,74.50326284,22.63550856,68.90326284,16.89755287,32.46286002
2792,40.01250799,29.90000983,63.6750086,32.45000737,64.83748956,75.49999017,23.57498894,69.86249079,15.96251044,31.43750921
2793,40.87899824,30.87063799,64.53719697,33.1313004,63.97148635,74.64919234,22.77180942,69.07148635,16.78113887,32.3065427
2794,40.59882935,30.79648805,64.41742457,33.03836109,63.92327782,74.60351195,22.56398022,69.04304369,16.95578565,32.31625391
2795,40.73058824,31.01376677,64.65308566,33.29644995,63.75500516,74.42264189,22.41455108,68.88736842,17.06926729,32.54208463
2796,41.08859789,31.12247403,64.78012886,33.27687203,63.831597,74.49348635,22.74755738,68.96123862,16.88371265,32.5166111
2797,40.5940334,30.78210019,64.40687348,33.03164676,63.93670648,74.61789981,22.58028645,69.05551316,16.93852023,32.30090687
2798,40.55904772,30.74040857,64.44884396,33.00544235,64.07768687,74.76081609,22.95483002,69.27047614,16.70122466,32.2193201
2799,40.77926848,31.20240254,64.80085036,33.33159674,63.616075,74.2737616,22.2737616,68.74146304,17.23470109,32.69393985
2800,40.48618129,30.49654532,64.21036403,32.87581727,64.26218418,74.94836547,23.0312777,69.36909353,16.52054244,31.98618129
2801,40.70761795,30.72739109,64.39773138,33.08290153,64.01957012,74.70474026,22.7245134,69.1245134,16.7754866,32.22739109
2802,41.1528872,31.09847994,64.73047085,33.32619026,63.7919455,74.45567399,22.57809034,68.8692758,16.94457936,32.52140297
2803,41.11222352,31.05840167,64.69448823,33.2902084,63.82324706,74.48960841,22.6073437,68.8997,16.91620336,32.48103277
2804,40.57812989,30.75137444,64.40381711,33.01549636,63.99278594,74.67580118,22.70297679,69.13015241,16.85137444,32.25816834
2805,40.6492235,30.9476705,64.5282917,33.1089129,63.7821742,74.4523295,22.3926401,68.9120189,17.1372046,32.4775152
2806,41.20250065,31.12855321,64.75460578,33.3067109,63.7932891,74.45631538,22.60421025,68.85631538,16.93276347,32.51763206
2807,39.88443857,29.74238594,63.5370877,32.33178945,65.00496494,75.65761406,23.75231582,70.01026318,15.79503506,31.28973682
2808,40.59145269,30.88867392,64.61610972,33.06918747,64.02166726,74.69423146,23.05089693,69.2862821,16.72803376,32.34752021
2809,40.72097446,30.8390815,64.54289141,33.11716456,64.00950477,74.68664535,22.8961901,69.18951277,16.74096647,32.30860227
2810,40.83963787,30.89762482,64.58105712,33.13194781,63.97633604,74.65148448,22.8502969,69.11775529,16.76567701,32.33135402
2811,40.00361929,29.8890699,63.66543616,32.44180243,64.84911323,75.5109301,23.58729636,69.87274697,15.95088677,31.42725303
2812,40.51174502,30.55481011,64.26264013,32.92349005,64.18042496,74.87650995,22.93915008,69.30783002,16.60783002,32.04698009
2813,40.53352173,30.71070799,64.34366454,32.97662109,64.0132361,74.68929201,22.6605591,69.12281373,16.86338499,32.23465208
2814,40.03532375,29.92809077,63.69957942,32.47106808,64.80765356,75.47190923,23.54339789,69.8361649,15.99234644,31.4638351
2815,40.75582541,30.72889642,64.40196743,33.04810945,64.05189055,74.73842606,22.79228404,69.13842606,16.72118046,32.18850293
2816,41.01923762,30.96458103,64.60992444,33.20061126,63.89938874,74.57206045,22.68137363,68.97206045,16.84595466,32.38259614
2817,39.93668023,29.80668336,63.59334794,32.38001252,64.93664893,75.59331664,23.67998122,69.94998435,15.86335107,31.35001565
2818,40.60282479,31.29130384,64.93318548,33.45435975,63.53387417,74.18916774,22.18022645,68.6785806,17.2840084,32.79577448
2819,40.4870588,30.56039228,64.23450988,32.90862747,64.15254892,74.83960772,22.83098025,69.25254892,16.68196095,32.07333349
2820,40.55106091,30.71105176,64.38722333,33.012334,64.03660509,74.72298885,22.76383757,69.1706457,16.78041521,32.21105176
2821,40.57461788,30.92905283,64.65703453,33.13318088,63.96681912,74.63883741,22.93730894,69.20672765,16.77721747,32.39174389
2822,40.53911575,30.54622771,64.24267173,32.96045162,64.15377229,74.85021632,22.84666034,69.26088425,16.64622771,32.06045162
2823,40.64022037,31.09827356,64.7749035,33.31131308,63.74662082,74.40922872,22.54477507,68.94477507,17.04403116,32.60294758
2824,40.61466674,30.62026024,64.30907324,33.02585374,64.09652026,74.78813001,22.79372351,69.20491051,16.69788624,32.13424399
2825,41.00292455,31.10071544,64.7262081,33.24925316,63.79020962,74.45295595,22.60197063,68.90883646,16.98650683,32.53086481
2826,41.05356438,31.11034022,64.7464674,33.30452782,63.78127822,74.44579333,22.559345,68.85998729,16.96194594,32.52517646
2827,40.58340658,30.57462694,64.2658473,32.94828802,64.15171198,74.84732216,22.86488144,69.24732216,16.63950838,32.06145748
2828,41.23223396,31.1551567,64.77807944,33.32392492,63.77607508,74.43753645,22.59169096,68.83753645,16.94684767,32.53954081
2829,41.18708309,31.11475855,64.74243402,33.29778495,63.80221505,74.46605279,22.61070186,68.86605279,16.92546041,32.50627175
2830,40.5974946,30.62851561,64.30635774,33.00192617,64.10693698,74.78921068,22.8025054,69.20693698,16.70192617,32.14181032
2831,40.97765454,30.95843856,64.6145163,33.18823981,63.91450533,74.58705392,22.72980125,69.00901505,16.82784671,32.37882947
2832,40.57700804,30.66226693,64.37326808,32.97975832,64.12849254,74.81749139,22.96050631,69.28349828,16.64125431,32.13751435
2833,40.55600459,30.66054648,64.38294832,32.96347186,64.16639725,74.84772905,23.04934556,69.33360275,16.59253272,32.13067737
2834,40.51474515,30.56951287,64.25898062,32.94212901,64.13891293,74.83470003,22.83048713,69.24312583,16.66951287,32.07161932
2835,40.84221708,30.89808925,64.55269311,33.29808925,63.84730689,74.5193708,22.52286281,68.97873499,16.95269311,32.45046942
2836,40.57088307,30.83078767,64.57804305,33.04176614,64.08186155,74.75823386,23.13627691,69.34725538,16.64725538,32.28353229
2837,40.72451649,30.76427461,64.44790362,33.16427461,63.98483837,74.66612866,22.71056421,69.11991907,16.79879064,32.29233918
2838,40.65101211,30.95303633,64.53222664,33.11141695,63.77716609,74.44696367,22.38655883,68.90736851,17.1436436,32.48323875
2839,40.54547105,30.71219825,64.44251229,32.99094211,64.12421491,74.80905789,23.05157018,69.33031404,16.63031404,32.18188421
2840,40.55077047,30.89693278,64.58770178,33.16769885,63.89999267,74.57691518,22.65076314,69.05076314,16.88616084,32.38770178
2841,40.53613117,30.69097903,64.40904461,32.99548951,64.10967208,74.79676809,22.96193914,69.28451521,16.65935835,32.17033265
2842,39.9771796,29.85652873,63.63696264,32.41739655,64.88368822,75.54347127,23.62390517,69.90325431,15.91631178,31.39674569
2843,41.16472285,31.09475203,64.7247812,33.28483955,63.81516045,74.48017504,22.62011669,68.88017504,16.91486872,32.48979579
2844,40.69750961,31.20026133,64.74764027,33.26808609,63.56258263,74.21769408,22.14587241,68.70747118,17.38106072,32.73617217
2845,39.95481245,29.82899994,63.61287494,32.39674995,64.91293757,75.57100006,23.65487507,69.92906256,15.88706243,31.37093744
2846,40.016853,29.97063894,63.74206067,32.50087857,64.7797764,75.43776362,23.51338662,69.80835467,16.0202236,31.50845045
2847,40.57433423,30.9460054,64.59768815,33.19362022,63.8171787,74.49116172,22.47629487,68.94319568,17.01255499,32.45343882
2848,40.71826386,31.06124992,64.6755034,33.27026904,63.71280389,74.37772577,22.35823792,68.84398444,17.14176208,32.58073776
2849,41.00174985,30.94893407,64.5961183,33.19048675,63.90951325,74.58310536,22.68873691,68.98310536,16.83767098,32.36971041
2850,40.01322734,29.90089519,63.67578329,32.45067139,64.83654886,75.49910481,23.57399291,69.86166076,15.96345114,31.43833924
2851,40.55623256,30.76241862,64.49990699,33.01246512,64.10627907,74.78753488,23.08744187,69.33748837,16.63748837,32.22493024
2852,40.55779696,30.82537549,64.5489224,33.07339089,64.02874974,74.70734346,22.94709382,69.24006241,16.72629706,32.29540669
2853,40.61909166,30.66781098,64.36781098,32.99202538,64.11338788,74.80256137,22.91082651,69.24586743,16.65954583,32.14074469
2854,40.70151309,30.73815183,64.41983246,33.21142932,63.96184817,74.6435288,22.62520943,69.09848691,16.83815183,32.31142932
2855,40.66892559,31.12372524,64.85837664,33.2421826,63.86648025,74.523166,22.99529136,69.19604579,16.85988552,32.58474241
2856,40.16284106,30.08503515,63.83690576,32.58877636,64.64090015,75.31496485,23.36683545,69.68902954,16.15909985,31.61097046
2857,40.56349743,30.6904923,64.33969436,32.98889641,64.02220718,74.7095077,22.68410872,69.13490667,16.82859076,32.20319179
2858,40.60989377,31.01756419,64.65375491,33.20486658,63.77105981,74.43915517,22.46751485,68.92423422,17.07502467,32.52465411
2859,40.4405618,30.42684529,64.13598963,32.84513397,64.27772688,74.97315471,22.98229905,69.36858254,16.52227312,31.93141746
2860,40.58379869,31.15515337,64.83991724,33.34184762,63.70482594,74.36673563,22.48862463,68.88862463,17.07231987,32.63991724
2861,40.64157107,31.08516044,64.71909394,33.21145636,63.74697256,74.40922028,22.52247714,68.94135328,17.10021779,32.58516044
2862,40.64645029,30.67307761,64.35976395,33.12633226,64.02692239,74.71360873,22.70029506,69.15354971,16.77307761,32.22633226
2863,41.09214212,31.21480013,64.85558592,33.36102494,63.72628631,74.38399044,22.57009225,68.83474548,17.00181072,32.61751964
2864,40.78051141,30.78779742,64.46958239,33.10036529,64.03606476,74.71056373,22.8307829,69.14699378,16.72386218,32.25501037
2865,40.10802639,30.01757094,63.77787457,32.53817821,64.71258087,75.38242906,23.44273269,69.75227724,16.08741913,31.54772276
2866,40.596514,30.67372521,64.38144633,32.98879288,64.11892824,74.80734656,22.94632672,69.26911552,16.65018728,32.14670129
